,category,url,title,subtitle,pick,supporters,reward_levels,like_num,share_num,price,achievement_rate,achievement_goal,funding_period,funding_duration,start_day,abs_achievement_rate
14533,실용 · 취미,https://tumblbug.com/artofwriting,내가 하는 교정·교열 <글다듬기의 기술>,<글다듬기의 기술>은 20년간 국어 교과서 편집을 한 김혜원님의 교정·교열에 관한 책,0,189,"['1,000원 +', '15,000원 +', '18,000원 +', '23,000원 +', '30,000원 +', '35,000원 +', '12,000원 +']",200,2,4111000.0,342%,1200000,2020.08.21 ~ 2020.09.13,23,Friday,822.1999999999999
14534,실용 · 취미,https://tumblbug.com/ohrock,"창작자들의 서툴러서 빛난 습작기,인터뷰집<습작하는 마음> ","불확실한 미래 앞, 주저하는 대학생인 우리가 듣고 싶던 성공담 아닌 ""서툰""담 ",0,135,"['1,000원 +', '12,000원 +', '14,500원 +', '19,500원 +', '39,000원 +', '97,500원 +', '15,000원 +', '50,000원 +']",484,1,3412500.0,341%,1000000,2021.10.01 ~ 2021.10.24,23,Friday,682.5
14535,실용 · 취미,https://tumblbug.com/genderuniverse,"도서『젠더 유니버스』, 정체성을 탐험하는 당신을 위해","2018년 지금, 고민하고 탐험하며 젠더 담론을 담아내어 봅니다.",0,178,"['1,000원 +', '13,000원 +', '17,000원 +', '27,000원 +', '33,000원 +', '14,000원 +', '30,000원 +']",2,0,3411000.0,341%,1000000,2018.05.31 ~ 2018.07.27,57,Thursday,682.2
14536,실용 · 취미,https://tumblbug.com/fbinsta,페이스북 인스타그램 통합 마케팅-쇼핑몰 운영자 가이드,"쇼핑몰, 스마트스토어 매출 10배 올리기-페이스북 인스타그램 통합 마케팅 실전 가이드북",0,200,"['1,000원 +', '21,000원 +', '36,000원 +', '100,000원 +', '150,000원 +', '250,000원 +']",6,1,10193333.0,339%,3000000,2018.10.24 ~ 2018.11.07,14,Wednesday,2038.6666000000002
14537,실용 · 취미,https://tumblbug.com/withart,예술인을 위한 한글 문서 작성 기초 가이드,예술인이 사업계획서 작성시 꼭 알아야 할 한글 문서 작성의 기초 가이드 및 꿀팁 10가지,0,143,"['1,000원 +', '8,000원 +', '12,000원 +', '29,000원 +', '29,000원 +']",140,0,3391000.0,339%,1000000,2021.03.01 ~ 2021.03.21,20,Monday,678.2
14538,실용 · 취미,https://tumblbug.com/yourdictionary,"""그래서 지금 기분이 어때요?"" <당신의 사전>",심리 상담 기록 에세이 < 모든 마음에는 이름이 있다 >,0,239,"['1,000원 +', '26,900원 +', '29,900원 +', '28,900원 +', '13,900원 +', '15,900원 +', '62,550원 +', '13,900원 +']",14,1,4706071.0,338%,1390000,2018.11.15 ~ 2018.12.17,32,Thursday,941.2141999999999
14539,실용 · 취미,https://tumblbug.com/cram,점수예측 500점->첫토익 905점 일주일 벼락치기 비법서,토익 s사 점수예측 500점에서 실제 시험 905점을 달성한 첫토익 일주일 벼락치기 비법!,0,92,"['1,000원 +', '19,900원 +', '12,900원 +']",193,36,1651800.0,330%,500000,2023.02.13 ~ 2023.03.15,30,Monday,330.36
14540,실용 · 취미,https://tumblbug.com/pipline3,남들은 모르는 ChatGPT 200% 효과적으로 쓰기,"ChatGPT 200% 활용, 업무 효율성부터 나만의 콘텐츠 생산까지 잡기!",0,61,"['1,000원 +', '29,000원 +', '19,000원 +', '24,000원 +']",192,24,1651000.0,330%,500000,2023.03.20 ~ 2023.04.09,20,Monday,330.2
14541,실용 · 취미,https://tumblbug.com/sseulmo_spring,'자기계발을 구독하다' 어른들의 학습지 쓸모: 봄 에디션,"일주일에 한 권, 하루10분으로 매일매일 재미있는 자기계발 학습지 [쓸모]",0,81,"['1,000원 +', '60,000원 +', '22,000원 +', '44,000원 +']",101,1,3280000.0,328%,1000000,2021.03.15 ~ 2021.04.05,21,Monday,656.0
14542,실용 · 취미,https://tumblbug.com/dailyspace,1년 동안 나는 얼마나 쉬었을까? 2022 '휴' 다이어리,"쉼을 찾아 실천하고 기록하며 
당신의 휴식을 더 귀하게 여겨보세요. :)",0,57,"['1,000원 +', '10,000원 +', '19,000원 +', '9,000원 +', '9,500원 +']",89,37,1637000.0,327%,500000,2021.12.08 ~ 2021.12.28,20,Wednesday,327.4
14543,실용 · 취미,https://tumblbug.com/aronsong7,내 멘탈에도 긴급처방이 필요하다 <멘탈 응급처치 오디오북>,산산조각난 멘탈. 오디오 알약 한 알이면 됩니다. 유체이탈한 멘탈을 치료받으세요.,0,44,"['1,000원 +', '40,000원 +', '15,000원 +', '25,000원 +']",196,11,1635000.0,327%,500000,2022.04.11 ~ 2022.05.15,34,Monday,327.0
14544,실용 · 취미,https://tumblbug.com/taro1,하루 만에 독학하는 타로카드,"하루 만에 타로 쉽고 편하게 독학하기! 빠르게 배운 타로로 점도 처보고, 부업도 해보자.",0,152,"['1,000원 +', '11,000원 +', '9,000원 +']",311,14,1632000.0,326%,500000,2023.02.28 ~ 2023.03.14,14,Tuesday,326.4
14547,실용 · 취미,https://tumblbug.com/lyrics,"친구라도 될 걸 그랬어, 황성진의 <프로의 작사법> 출간 ","'친구라도 될 걸 그랬어', 황성진 작사가님의 <프로의 작사법> 단행본을 제작합니다.",0,216,"['1,000원 +', '35,000원 +', '59,000원 +', '79,000원 +', '18,900원 +', '45,000원 +', '68,900원 +', '98,900원 +']",484,24,6429500.0,321%,2000000,2022.07.18 ~ 2022.08.22,35,Monday,1285.9
14548,실용 · 취미,https://tumblbug.com/indieflex,나만의 극장 Flex! <인디플렉스 키트>로 인디력 뿜뿜뿜,"""나는 지금 인디해! 너도 같이 할래?"" 전국 인디극장에서 사용 가능한 인디플렉스 키트",1,512,"['1,000원 +', '20,000원 +', '25,000원 +', '50,000원 +', '125,000원 +', '10,000원 +', '15,000원 +', '15,000원 +', '15,000원 +', '20,000원 +', '20,000원 +']",144,1,9604000.0,320%,3000000,2021.01.25 ~ 2021.02.16,22,Monday,1920.7999999999997
14549,실용 · 취미,https://tumblbug.com/happyseung,말썽쟁이 몸으로 살지만 잘 살고 있습니다,난치성 질환을 극복하고 행복해지는 셀프케어 방법 알려드려요 :),0,54,"['1,000원 +', '199,000원 +', '18,900원 +', '22,900원 +', '16,900원 +', '20,600원 +']",52,6,1586800.0,317%,500000,2022.12.03 ~ 2023.01.02,30,Saturday,317.36
14550,실용 · 취미,https://tumblbug.com/yasasiinihongo,세상에서 가장 간단한 일본어 회화 공부법,필요없는 단어와 문법 그만 외우고 필요한 단어와 표현만 외워서 일본어 회화 시작하자!,1,74,"['1,000원 +', '189,000원 +', '15,000원 +', '20,000원 +', '13,500원 +', '18,000원 +']",137,7,1580000.0,316%,500000,2023.02.25 ~ 2023.03.27,30,Saturday,316.0
14551,실용 · 취미,https://tumblbug.com/yeolmaehana2,지구를 살리는 희망의 지도 <세계 생태마을 네트워크>,서로 배우고 연대하며 그리는 아름다운 생태발자국,0,208,"['1,000원 +', '20,000원 +', '27,000원 +', '34,000원 +', '39,000원 +', '40,000원 +']",3,2,6305000.0,315%,2000000,2018.05.28 ~ 2018.06.28,31,Monday,1261.0
14552,실용 · 취미,https://tumblbug.com/h_ate_it,"요리가 싫은 우리를 위한 레시피북, '요리 싫어 요리책'","먹는 게 귀찮은 사람 어디 없나요? 넘쳐나는 요리 컨텐츠 시대에, 외로운 마이너를 위한 책",0,90,"['1,000원 +', '20,000원 +', '18,000원 +', '17,000원 +', '28,000원 +', '32,000원 +', '47,000원 +', '35,000원 +']",95,0,3146000.0,314%,1000000,2020.09.01 ~ 2020.10.05,34,Tuesday,629.1999999999999
14553,실용 · 취미,https://tumblbug.com/1231232,PT샵대표가 말하는 다이어트 3배 빨리 성공시키는 DMS,"건강한 외모, 자신감 뿐만 아니라 인생을 변화시킬 분들을 위한 프로젝트입니다.",0,58,"['1,000원 +', '18,900원 +', '22,900원 +', '199,900원 +', '16,900원 +', '19,900원 +']",124,5,1568800.0,313%,500000,2022.10.26 ~ 2022.11.26,31,Wednesday,313.76
14555,실용 · 취미,https://tumblbug.com/myfirsthouse,MZ세대를 위한 부동산 공부,<나의 첫 번째 부동산> MZ세대만을 위한 정보와 꿀팁을 담은 부동산 입문서입니다,0,159,"['1,000원 +', '16,000원 +', '21,000원 +', '64,000원 +', '18,000원 +']",197,1,3136000.0,313%,1000000,2021.03.10 ~ 2021.03.30,20,Wednesday,627.2
14557,실용 · 취미,https://tumblbug.com/communism,기상천외한 코뮤니즘 실험,독일 어린이 책 <KOMMUNISMUS> 을 한국에 출간함,0,335,"['1,000원 +', '10,000원 +', '13,000원 +', '15,000원 +', '30,000원 +', '45,000원 +']",4,0,6168871.0,308%,2000000,2019.09.26 ~ 2019.10.18,22,Thursday,1233.7742
14558,실용 · 취미,https://tumblbug.com/kangwondo,73세 엄마가 첫 책을 썼습니다 <강원도의 맛>,1945년생 엄마가 평생 마음으로 써온 이야기. 강원도의 음식과 자연 사람들에 관한 에세이,0,240,"['1,000원 +', '19,000원 +', '35,000원 +']",4,1,6165000.0,308%,2000000,2018.04.11 ~ 2018.05.17,36,Wednesday,1233.0
14559,실용 · 취미,https://tumblbug.com/musicforinnerpeace,내면의 평화를 위한 플레이리스트 가이드북 <뮤직포이너피스>,"오롯이 나만의 시간을 갖게 해주는 믿고 듣는 음악, 믿고 읽는 ""플레이리스트 가이드북""",0,606,"['1,000원 +', '16,000원 +', '15,000원 +', '17,000원 +', '23,000원 +', '46,000원 +', '34,000원 +', '32,000원 +', '30,000원 +', '75,000원 +', '80,000원 +', '85,000원 +', '115,000원 +']",420,4,12275777.0,306%,4000000,2021.03.18 ~ 2021.04.16,29,Thursday,2455.1554
14561,실용 · 취미,https://tumblbug.com/tax2303,초보자를 위한 경리실무기초,최소한 몰라서 더내는 세금은 없어야 합니다!! 세금에 대한 상식과 노하우을 알려드립니다!!,0,60,"['1,000원 +', '10,000원 +', '27,000원 +', '25,000원 +']",121,4,1520000.0,304%,500000,2023.03.23 ~ 2023.03.27,4,Thursday,304.0
14562,실용 · 취미,https://tumblbug.com/lookat,"12가지 ""퍼스널 컬러""로 알 수 있는 나의 성향 찾기! ","""Look at Me, Look at Color""
커뮤니케이션 유형과 스트레스 상황 진단",1,39,"['1,000원 +', '28,000원 +', '31,000원 +', '36,000원 +', '33,000원 +', '36,000원 +', '41,000원 +', '44,000원 +', '39,000원 +']",188,26,1513000.0,302%,500000,2022.11.07 ~ 2022.12.31,54,Monday,302.59999999999997
14563,실용 · 취미,https://tumblbug.com/listeningtonews,"40번째 프로젝트, 영어듣기 혼공법과 어휘 정리법 공개",영어는 듣기가 가장 어렵습니다. 귀를 뚫는 가장 효과적인 요령을 알려드립니다.,0,104,"['1,000원 +', '15,000원 +', '35,000원 +', '30,000원 +', '31,000원 +', '13,500원 +']",275,21,3015000.0,301%,1000000,2022.06.24 ~ 2022.08.02,39,Friday,603.0
14564,실용 · 취미,https://tumblbug.com/theolives,"피자위에 까만거? 맞아요, 그 올리브!",올리브에 대한 다양한 정보와 손으로 그린 일러스트를 함께 담은 일러스트 북 입니다.,1,111,"['1,000원 +', '19,000원 +', '36,000원 +', '80,000원 +', '26,000원 +', '65,000원 +', '70,000원 +', '100,000원 +', '36,000원 +', '36,000원 +']",3,1,3002000.0,300%,1000000,2018.03.13 ~ 2018.04.23,41,Tuesday,600.4
14565,실용 · 취미,https://tumblbug.com/pay_attention,"세상에서 가장 쉬운 돈 관리 노트 ""잘벌고 잘쓰개""","세상에서 가장 쉬운 돈관리 노트, ""잘 벌고 잘 쓰개"" 입니다!",0,246,"['1,000원 +', '15,000원 +', '29,000원 +', '43,000원 +', '1,000원 +', '13,000원 +', '25,000원 +']",1,0,2981000.0,298%,1000000,2018.04.05 ~ 2018.04.30,25,Thursday,596.1999999999999
14566,실용 · 취미,https://tumblbug.com/easyexcel,누구나 쉬운 엑셀 - 기초부터 중급까지,"엑셀, 어려운 길로 돌아가지 말고 지름길로 쉽게!",0,176,"['1,000원 +', '8,900원 +', '7,000원 +', '7,900원 +', '8,000원 +']",422,0,1478000.0,295%,500000,2021.08.16 ~ 2021.09.30,45,Monday,295.6
14567,실용 · 취미,https://tumblbug.com/voicetraining,호감을 주는 아름다운 목소리를 원한다면? <목소리 가드닝>,호감을 주는 아름다운 목소리를 가지고 싶나요? 나만의 목소리씨앗으로 트레이닝을 시작해보아요,1,120,"['1,000원 +', '18,800원 +', '37,600원 +', '94,000원 +', '188,000원 +']",221,28,2911600.0,291%,1000000,2022.07.21 ~ 2022.08.12,22,Thursday,582.3199999999999
14568,실용 · 취미,https://tumblbug.com/success15,경력15년! 영어포기자도 만점으로 만든 영어문법독해 기술!,"영어강사15년! 영어포기자도 만점으로 만든 노하우!
핵심문법과 직독직해로 영어정복!",0,62,"['1,000원 +', '18,000원 +', '19,000원 +', '27,000원 +', '22,000원 +', '30,000원 +', '26,000원 +']",140,2,1455000.0,291%,500000,2023.02.04 ~ 2023.03.06,30,Saturday,291.0
14569,실용 · 취미,https://tumblbug.com/apartment_ecosystem,식물 흙손을 위한 최소한의 안내서 '아파트 화분 생태계',끊임없이 화분 식물을 구매하지만 매번 죽여버리는 당신을 위한 기본 원예 안내서.,0,316,"['1,000원 +', '25,000원 +', '35,000원 +', '50,000원 +']",7,2,8717000.0,290%,3000000,2016.11.01 ~ 2016.12.30,59,Tuesday,1743.4
14570,실용 · 취미,https://tumblbug.com/qbc2,교회의 '금기와 편견'을 깨고 나온 <퀴어 성서 주석 2>,"교회의 금기와 편견을 깨고 나온 성서 해설서, <퀴어 성서 주석 2. 신약 성서>.",1,453,"['1,000원 +', '18,000원 +', '47,000원 +', '32,000원 +', '40,000원 +', '64,000원 +', '80,000원 +', '500,000원 +']",203,59,17430000.0,290%,6000000,2022.01.04 ~ 2022.01.21,17,Tuesday,3486.0
14571,실용 · 취미,https://tumblbug.com/paperobjetfolding,책으로부터 펼쳐지는 9가지 페이퍼 오브제! : 포프,책이라는 형태에서 형형색색의 오브제들이 우리의 손에서 탄생하는 과정을 함께해보세요!,0,58,"['1,000원 +', '41,700원 +', '46,000원 +', '49,000원 +', '78,000원 +', '81,000원 +', '46,000원 +', '59,000원 +', '38,700원 +']",124,5,2878400.0,287%,1000000,2021.07.16 ~ 2021.08.02,17,Friday,575.6800000000001
14572,실용 · 취미,https://tumblbug.com/nowsigol,"팬데믹 시대 또 다른 선택 <이제, 시골>","같은 마을에서 활동하고 있는 저자, 편집자, 일러스트레이터가 모여 만든 ‘반농반X’ 가이드",0,190,"['1,000원 +', '16,000원 +', '15,000원 +', '26,700원 +', '27,700원 +', '27,000원 +']",105,0,4311200.0,287%,1500000,2020.08.13 ~ 2020.09.22,40,Thursday,862.2400000000001
14573,실용 · 취미,https://tumblbug.com/goods,[고퀄 덕질 시작] 하루 5분 공부로 끝내는 굿즈 제작,"[추억소장, 아이돌굿즈] 포토샵을 배워 나만의 굿즈 10가지를 만드는 전자책PDF 입니다.",0,141,"['1,000원 +', '9,500원 +']",232,0,1436000.0,287%,500000,2020.08.25 ~ 2020.10.22,58,Tuesday,287.2
14574,실용 · 취미,https://tumblbug.com/ntjstudiop2,[웹소설/웹툰] 프리랜서 작가의 돈 버는 매출 정리표,작품마다 다르게 들어오는 월별 수익을 한 눈에! 이번 달 내 총 매출은 얼마?,0,146,"['1,000원 +', '7,900원 +', '9,900원 +', '14,900원 +', '6,000원 +', '8,000원 +', '13,000원 +']",310,28,1435400.0,287%,500000,2023.01.11 ~ 2023.01.31,20,Wednesday,287.08
14575,실용 · 취미,https://tumblbug.com/rebellionis,가오있는 여자들의 시대불응기 <남성복을 입은 여성들>,"""옛날엔 다 그러고 살았어요."" 말 더럽게 안 들었던 그 ""옛날"" 여자들의 이야기",0,261,"['1,000원 +', '17,800원 +', '27,000원 +', '27,200원 +', '33,100원 +', '35,000원 +', '39,000원 +', '45,900원 +', '53,000원 +', '15,300원 +']",486,18,5648200.0,282%,2000000,2021.10.09 ~ 2021.11.26,48,Saturday,1129.64
14576,실용 · 취미,https://tumblbug.com/seedmoney,"월급쟁이 신혼부부, 종잣돈 모으는 법",월급쟁이 신혼부부가 1년 반만에 종잣돈 1억 모은 노하우를 속시원히 공개합니다!,0,59,"['1,000원 +', '30,000원 +', '22,000원 +', '1,000원 +', '50,000원 +', '19,000원 +', '18,000원 +', '18,000원 +']",39,1,1410000.0,282%,500000,2020.07.07 ~ 2020.07.26,19,Tuesday,282.0
14577,실용 · 취미,https://tumblbug.com/biblestory, 창작에 영감을 주는 성경 이야기(40)와 창작 포인트 ,창작자를 위한 40개의 성경 이야기 핵심과 창작자에게 영감을 주는 핵심 포인트 정리,1,107,"['1,000원 +', '9,900원 +', '10,900원 +', '29,500원 +', '49,000원 +']",311,9,1405700.0,281%,500000,2022.12.13 ~ 2023.01.10,28,Tuesday,281.14
14578,실용 · 취미,https://tumblbug.com/ask_money,"하루 15분, 경제적 자유를 향한 31가지 질문",돈에 대해 묻고 답하는 질문 다이어리 ask + 31일 글쓰기 챌린지,0,138,"['1,000원 +', '12,000원 +', '20,000원 +', '68,000원 +', '290,000원 +', '990,000원 +', '9,000원 +', '51,000원 +']",478,38,2811000.0,281%,1000000,2022.03.23 ~ 2022.04.21,29,Wednesday,562.2
14579,실용 · 취미,https://tumblbug.com/editor_dict,현직 에디터가 알려주는 에디터의 모든 것,"콘텐츠 제작의 세계가 궁금한 이들과 에디터, 에디터와 협업하는 실무자를 위한 총정리",0,252,"['1,000원 +', '57,700원 +', '15,100원 +', '27,700원 +', '40,300원 +', '30,100원 +']",183,1,4206000.0,280%,1500000,2021.07.02 ~ 2021.08.04,33,Friday,841.2
14580,실용 · 취미,https://tumblbug.com/kleague2018,<뷰파인더로 본 2018 K리그> 사진집,FAphotos 포토그래퍼가 찍은 사진으로 ‘2018년 K리그 사진집’을 출간합니다.,0,298,"['1,000원 +', '18,000원 +', '30,000원 +', '55,000원 +', '55,000원 +', '30,000원 +', '28,000원 +', '25,000원 +', '10,000원 +', '35,000원 +', '40,000원 +', '45,000원 +', '120,000원 +', '120,000원 +']",0,0,8407000.0,280%,3000000,2018.12.13 ~ 2019.01.11,29,Thursday,1681.4
14581,실용 · 취미,https://tumblbug.com/paper123,2년6개월 초고속 박사 졸업을 가능하게 한 연구/논문작성,서울대 박사를 2년 6개월만에 초단기로 졸업하는 과정에서 쌓였던 노하우 공개,0,40,"['1,000원 +', '35,000원 +']",73,8,1400000.0,280%,500000,2023.02.09 ~ 2023.03.10,29,Thursday,280.0
14582,실용 · 취미,https://tumblbug.com/no_burnout,번아웃에 빠진 당신을 위한 [일 & 휴식 다이어리],"'진짜' 진로교육전문가가 만든, 나를 찾아가는 과정을 안내하는 다이어리 ",0,52,"['1,000원 +', '72,000원 +', '99,000원 +', '116,100원 +', '24,000원 +', '46,800원 +', '84,000원 +', '117,000원 +', '45,000원 +', '19,200원 +', '37,200원 +']",634,25,2782900.0,278%,1000000,2022.02.03 ~ 2022.02.13,10,Thursday,556.58
14583,실용 · 취미,https://tumblbug.com/htmlcss,"비전공자를 위한 웹 개발 HTML, CSS 가이드북",비전공자도 쉽게 접근할 수 있는 HTML5 및 CSS를 기반으로 한 웹 개발 방법 제시,0,81,"['1,000원 +', '9,000원 +', '9,000원 +', '17,000원 +', '10,000원 +', '10,000원 +', '19,000원 +']",173,9,1383000.0,276%,500000,2022.09.06 ~ 2022.09.12,6,Tuesday,276.6
14584,실용 · 취미,https://tumblbug.com/nobook9,"꽃냥이 컬러링북 - 행운을 부르는 꽃, 냥이 그리기",행복한 나의 첫 그림!! 귀엽고 신비스러운 꽃냥이 그림에 도전해보세요!!,1,68,"['1,000원 +', '13,320원 +', '32,320원 +', '23,320원 +', '26,640원 +', '47,520원 +', '39,420원 +']",43,1,2762420.0,276%,1000000,2020.09.25 ~ 2020.10.25,30,Friday,552.484
14585,실용 · 취미,https://tumblbug.com/startupbertigo9plus1,<스타트업 버티고 9+1> 창업을 생각하는 마음은 뭘까요?,"창업 실패율을 낮출 수 있도록 WHY?를 질문하는 책. 창업의 해법, 지혜를 찾아가는 책",0,111,"['1,000원 +', '14,800원 +', '44,400원 +', '133,200원 +']",5,0,4075400.0,275%,1480000,2018.11.06 ~ 2018.12.08,32,Tuesday,815.08
14586,실용 · 취미,https://tumblbug.com/yogabook,요가가 순전히 좋아서 만든 책 '요가시리즈',상황별 요가 동작을 안내하는 시리즈북입니다.,0,197,"['1,000원 +', '15,000원 +', '15,000원 +', '5,000원 +', '30,000원 +', '40,000원 +', '10,000원 +', '12,000원 +', '12,000원 +', '24,000원 +']",6,3,4122000.0,274%,1500000,2018.05.18 ~ 2018.06.26,39,Friday,824.4
14587,실용 · 취미,https://tumblbug.com/thepersonsquant,직업 탐구 인터뷰 <the Persons> '퀀트-금융',급부상하는 퀀트에 대한 여러 질문을 모아 9명의 퀀트전문가에게 심도있는 질문을 던졌습니다.,0,120,"['1,000원 +', '32,000원 +', '20,000원 +', '33,000원 +', '37,000원 +', '55,000원 +', '16,000원 +', '31,000원 +', '39,000원 +', '5,000원 +']",14,1,2707000.0,270%,1000000,2020.01.25 ~ 2020.02.27,33,Saturday,541.4
14588,실용 · 취미,https://tumblbug.com/premiereprocc,하루 10분!! 영상편집을 위한 프리미어 기초,프리미어 편집 기초부터 시작해서 영상의 퀄리티를 높이는 방법까지 노하우를 공개합니다!!,0,55,"['1,000원 +', '10,000원 +', '27,000원 +', '25,000원 +']",123,2,1351000.0,270%,500000,2023.03.31 ~ 2023.04.04,4,Friday,270.2
14590,실용 · 취미,https://tumblbug.com/glemoaproject1,책쓰기 A to Z,책 출간을 위한 A to Z,0,47,"['1,000원 +', '19,900원 +', '24,900원 +', '39,900원 +', '69,900원 +', '129,900원 +']",162,8,1350300.0,270%,500000,2023.02.24 ~ 2023.03.12,16,Friday,270.06
14591,실용 · 취미,https://tumblbug.com/yeji,영상 촬영에 바로 써먹는 33가지 구도,"초보자도 멋진 영상을 만들 수 있도록, 일상에서 활용도 높은 구도 33가지를 총정리했다",1,221,"['1,000원 +', '16,000원 +', '23,000원 +', '16,000원 +']",241,1,3760001.0,268%,1400000,2020.09.11 ~ 2020.11.10,60,Friday,752.0002
14592,실용 · 취미,https://tumblbug.com/around_yona,요나의 <재료의 산책> 단행본 출간,<어라운드AROUND> 매거진 필진 요나의 '재료의 산책'을 단행본으로 묶었습니다.,0,624,"['1,000원 +', '22,000원 +', '27,000원 +', '18,000원 +', '27,000원 +', '42,000원 +', '42,000원 +', '42,000원 +']",5,0,13425000.0,268%,5000000,2018.09.18 ~ 2018.10.10,22,Tuesday,2685.0
14593,실용 · 취미,https://tumblbug.com/soodal,타투 배우고 싶으신 분들은 이책으로 300만원 아끼세요,프리랜서 타투이스트 입문서,0,46,"['1,000원 +', '18,900원 +', '22,900원 +', '129,000원 +', '16,900원 +', '19,900원 +']",105,7,1342100.0,268%,500000,2022.10.26 ~ 2022.11.26,31,Wednesday,268.42
14594,실용 · 취미,https://tumblbug.com/amor365,사랑할 때 쓰는 스페인어 문장 모음집 「AMOR365」,사랑을 속삭일 때 유용한 스페인어 문장 365개를 모아놓은 책,1,313,"['1,000원 +', '27,000원 +', '19,000원 +', '33,000원 +', '15,000원 +', '39,000원 +', '39,000원 +', '13,500원 +']",11,0,5364500.0,268%,2000000,2018.05.29 ~ 2018.06.20,22,Tuesday,1072.8999999999999
14595,실용 · 취미,https://tumblbug.com/logoff,8주만에 스마트폰 중독 탈출! <스마트폰 디톡스 프로젝트>,건강하고 똑똑하게 스마트폰을 사용하고 싶다면? <스마트폰 디톡스 프로젝트>를 따라오세요.,0,82,"['1,000원 +', '22,900원 +', '42,900원 +', '8,900원 +', '11,900원 +', '16,900원 +']",176,0,1313100.0,262%,500000,2021.03.08 ~ 2021.03.26,18,Monday,262.62
14596,실용 · 취미,https://tumblbug.com/coffeeskill,다 알려주는 커피기술 COFFEE SKILL,'현장에서 답을 찾는다’ 는 생각으로 현장에서 익힌 기술적 노하우가 담긴 실용서입니다.,1,300,"['1,000원 +', '18,000원 +', '23,000원 +', '27,000원 +', '31,000원 +', '58,000원 +', '90,000원 +', '180,000원 +']",9,3,6562000.0,262%,2500000,2019.01.28 ~ 2019.03.05,36,Monday,1312.4
14598,실용 · 취미,https://tumblbug.com/graphicrecording,처음 배우는 그래픽 레코딩,"회의나 강연을 그림으로 요약하는 방법, 그래픽 레코딩 입문서입니다.",0,777,"['1,000원 +', '67,400원 +', '17,900원 +', '24,200원 +', '48,500원 +', '67,400원 +', '17,900원 +', '24,200원 +', '48,500원 +']",833,5,17203200.0,260%,6600000,2021.06.07 ~ 2021.07.31,54,Monday,3440.64
14599,실용 · 취미,https://tumblbug.com/badgemaker2,뱃지만드는 법!나도 창작자 2차 오픈!,뱃지만드는법을 알려주는 책입니다.뜨거운 관심으로 계속된 문의로 인해 2차 펀딩을 시작합니다,1,274,"['1,000원 +', '13,000원 +', '10,000원 +', '21,000원 +', '10,000원 +']",11,0,3901000.0,260%,1500000,2017.12.29 ~ 2018.01.24,26,Friday,780.1999999999999
14600,실용 · 취미,https://tumblbug.com/1book,"0원으로 시작하는 출판, 종이책과 전자책 만들어 아마존까지","세상에서 가장 쉬운 ""책만들기 책""",0,119,"['1,000원 +', '63,500원 +', '73,500원 +', '13,500원 +', '23,500원 +', '23,500원 +']",152,1,2599000.0,259%,1000000,2021.06.23 ~ 2021.08.22,60,Wednesday,519.8000000000001
14601,실용 · 취미,https://tumblbug.com/0601,르 코르뷔지에의 '빌라 사보아' 건축 뒷 이야기,한통의 편지로 시작돼 비와 전쟁과 철거 위기에서 살아남은 빌라 사보아의 드라마틱한 이야기.,1,147,"['1,000원 +', '25,000원 +', '28,000원 +', '35,000원 +', '40,000원 +', '50,000원 +', '70,000원 +', '100,000원 +', '30,000원 +', '15,000원 +']",10,0,7768000.0,258%,3000000,2018.10.23 ~ 2018.11.21,29,Tuesday,1553.6
14602,실용 · 취미,https://tumblbug.com/youds,무스펙으로 2달만에 구독자 1000명 만드는 유튜브 노하우,유튜브 구독자 1000명 만들기,0,53,"['1,000원 +', '16,900원 +', '199,000원 +', '18,900원 +', '22,900원 +', '20,000원 +']",90,3,1288400.0,257%,500000,2022.12.04 ~ 2023.01.04,31,Sunday,257.68
14603,실용 · 취미,https://tumblbug.com/geuljimazthirdessay,"5년차 프리랜서, N잡러로 살아남는 방법",만년 지망생이 N잡러 독립출판 소설 작가로 살아 남기까지. 실용 작문 에세이.,0,148,"['1,000원 +', '18,000원 +', '16,500원 +', '23,000원 +', '48,000원 +', '168,000원 +']",491,8,4047000.0,252%,1600000,2022.05.11 ~ 2022.06.17,37,Wednesday,809.4
14604,실용 · 취미,https://tumblbug.com/selfdiet,지속 가능 다이어트를 위한 <self 식단 코칭 book>,"2000명 이상의 식단 코칭, 6년차 다이어트 코치가 알려주는 다이어트 식단의 모든 것!",1,85,"['1,000원 +', '13,000원 +', '17,000원 +', '20,000원 +', '21,500원 +', '24,000원 +', '31,000원 +', '38,000원 +', '44,000원 +', '21,000원 +']",266,20,1760500.0,251%,700000,2022.01.01 ~ 2022.01.31,30,Saturday,352.09999999999997
14605,실용 · 취미,https://tumblbug.com/goodgeul,예쁜 글씨교정 가이드북,악필교정을 위한 예쁜 글씨교정 가이드북 입니다. (누구나 글씨를 잘 쓸 수 있습니다.),0,45,"['1,000원 +', '39,000원 +', '40,000원 +', '50,000원 +']",392,2,1757000.0,250%,700000,2021.11.25 ~ 2021.11.29,4,Thursday,351.4
